date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2005-01-11,79.23604166666667,0.761090071753455,,,33.9660208333333,0.016025000000000005,2.5014186649470718,0.7450650717534549,2.631000000000003,1.4403750000000002,2.9598541666666662,-3.8707916666666673,,149.88700000000003,-0.004,5.517,0,0,48,10.414,48,0.3088126805111974,126.94273508615072,,6.50179166666667,0.7619103002367631,1.3124904594271145,,,1.3124904594271145,,,,,1.9,1.2,9.3,,,,False,
2005-01-12,96.72083333333336,0.9488032001450916,,,22.19264583333332,0.0031791666666666674,5.975529839032849,0.9456240334784246,13.116624999999996,1.9072291666666676,6.198604166666667,0.3208750000000001,,55.18797916666664,4.959,7.39,0,0,48,0.762,48,0.19374694938560877,127.80807086153257,,12.795749999999995,0.7544958369590637,1.325388360034459,,,1.325388360034459,,,,,1.8000001,1.2,0.0,,,,False,
2005-01-13,89.87041666666664,1.563823952815018,,,86.12360416666668,0.020258333333333337,12.32973482093828,1.5435656194816847,29.90449999999999,3.129104166666668,12.748041666666667,5.236750000000002,,150.7766875,5.522,21.0,0,0,48,0.254,48,0.82911342335997,128.7107215023667,,24.66774999999999,0.7481670014696604,1.3365999810679323,,,1.3365999810679323,,,,,2.8,1.8000001,0.0,,,,False,
2005-01-14,84.5635416666667,1.207344684878516,,,9.85685416666667,0.016925,7.77710569127828,1.1904196848785162,-15.844291666666667,4.068979166666666,8.220729166666665,1.7955208333333348,,272.49125,0.977,18.48,0,0,48,24.384,48,0.6268638879142747,129.65046763966672,,-17.639812500000005,0.7437318912563503,1.3445705525827976,,,1.3445705525827976,,,,,3.6000001000000004,2.3,32.2,,,,False,
2005-01-15,58.94833333333335,0.5219770385640072,,,77.05899999999997,0.021791666666666668,-2.9462385900088903,0.5001853718973404,-0.09333333333333327,1.7656041666666675,-2.2164791666666663,-8.1011875,,204.51085416666663,-4.371,0.573,0,0,48,0.0,48,0.3506724194540734,130.62707676279499,,8.007854166666666,0.741603035435351,1.3484302952090257,,,1.3484302952090257,,,,,2.5,1.5,0.0,,,,False,
2005-01-16,58.36668750000001,0.5078585017366958,,,36.34858333333332,0.02161041666666666,-3.2967792191649417,0.4862480850700289,-5.893645833333326,2.2324791666666672,-2.559270833333334,-8.211458333333335,,100.0993125,-4.185,-0.6579999999999999,0,0,48,0.0,48,0.2992129922631469,131.64030292186794,,2.317812500000008,0.7394026575815833,1.3524430697487224,,,1.3524430697487224,,,,,2.7,1.7,0.0,,,,False,
2005-01-17,59.95416666666665,0.42774549990417493,,,83.76437499999999,0.017222916666666664,-5.609694521187898,0.4105225832375085,10.774375000000004,3.349458333333333,-4.8931458333333335,-8.391,,304.50416666666666,-8.81,-2.738,0,0,48,0.0,48,0.1985205399386628,132.68988643805872,,19.165375000000004,0.7377725233855764,1.3554313400166809,,,1.3554313400166809,,,,,2.1000001,1.3000001,0.0,,,,False,
2005-01-18,42.92564583333334,0.2773730518514848,,,127.5565416666667,0.016127083333333337,-11.415549512921224,0.26124596851815146,11.6275,3.170625,-10.444375,-11.174687499999996,,288.94479166666673,-14.55,-8.78,0,0,48,0.0,48,0.161745223057385,133.7755536235219,,22.802187499999995,0.7343618160557298,1.3617265741988296,,,1.3617265741988296,,,,,1.7,1.1,0.0,,,,False,
2005-01-19,71.07666666666668,0.32703022011846977,,,45.50375,0.009002083333333336,-9.594268197336524,0.3180281367851364,9.203312499999996,1.4368749999999997,-9.00179166666667,-10.890854166666665,,206.1087708333333,-15.73,-3.245,0,0,48,0.0,48,0.2247968692950418,134.89701651261822,,20.094166666666666,0.7327538086468993,1.3647148444667885,,,1.3647148444667885,,,,,1.5,0.90000004,0.6,,,,False,
2005-01-20,66.30333333333333,0.4529452594503273,,,77.7219583333333,0.016422916666666666,-4.833823514619707,0.4365223427836608,12.234083333333325,2.2267708333333327,-4.200833333333333,-8.016145833333336,,263.2359166666667,-7.69,-0.3,0,0,48,0.0,48,0.33953394584661334,136.05397260607126,,20.250229166666664,0.7405706544087232,1.3503100535335242,,,1.3503100535335242,,,,,2.1000001,1.3000001,0.0,,,,False,
2005-01-21,41.0925,0.2964033601220602,,,131.281125,0.01785625,-10.698947284555892,0.2785471101220602,29.3025,2.8993749999999987,-9.705145833333333,-8.365999999999998,,271.44370833333335,-15.23,-6.506,0,0,48,0.0,48,0.19691778644702335,137.24610462962758,,37.6685,0.7535333730334577,1.3270812359303414,,,1.3270812359303414,,,,,1.6,1.0,0.0,,,,False,
2005-01-22,81.16670833333333,0.38768249504991664,,,15.176791666666665,0.0048229166666666655,-7.934041378042249,0.3828595783832498,-5.182125000000002,1.7846249999999997,-7.480749999999998,-9.406437499999996,,138.92083333333332,-16.7,0.462,0,0,48,0.0,48,0.09490663622548083,138.47308030873162,,4.224312499999996,0.7604522522549431,1.3150069541312217,,,1.3150069541312217,,,,,1.1,0.7,26.4,,,,False,
2005-01-23,75.66439583333333,0.3210019319708756,,,29.54522916666666,0.007572916666666669,-9.25601494925704,0.3134290153042089,-8.27635416666667,4.256687500000001,-8.733541666666666,-6.3784375,,309.98470833333334,-14.02,-5.002,0,0,48,0.0,48,0.0996138688114774,139.73455216065702,,-1.8979166666666696,0.7696771751169528,1.2992460116126603,,,1.2992460116126603,,,,,2.3,1.4,5.6,,,,False,
2005-01-24,70.10083333333334,0.28593029168430856,,,40.443166666666656,0.008887500000000001,-11.103141071423664,0.2770427916843086,22.08481250000001,2.0131874999999995,-10.48570833333333,-5.408166666666667,,263.0666875,-16.23,-5.942,0,0,48,0.0,48,0.1806786918673557,141.030157305464,,27.492979166666675,0.7861728859393663,1.2719848494967367,,,1.2719848494967367,,,,,1.0,0.7,0.0,,,,False,
2005-01-25,71.46916666666667,0.4911628625541835,,,81.90289583333332,0.01533333333333333,-3.923859143434461,0.47582952922085,30.918854166666673,1.7796666666666667,-3.3603333333333336,-4.705874999999999,,249.61875,-8.47,1.361,0,0,23,1.27,48,0.35064382451432324,142.3595172970726,,35.62472916666667,0.8009298946588291,1.248548726509913,,,1.248548726509913,,,,,1.3000001,0.90000004,0.5,,,,False,
2005-01-26,78.339375,0.6458673726226296,,,29.433145833333338,0.014006250000000005,0.20895609228199535,0.6318611226226296,0.791770833333333,2.173875,0.6701875,-3.3990416666666654,,228.14485416666668,-3.424,2.912,0,0,11,7.874000000000002,48,0.19803262778265404,143.72223797566218,,4.190812499999998,0.8094806709506777,1.2353599485279505,,,1.2353599485279505,,,,,1.5,1.0,0.0,,,,False,
2005-01-27,49.17895833333333,0.30550241734276457,45.86089583333335,,140.59770833333337,0.01573125,-10.22116949390916,0.2897711673427645,25.93808333333333,3.287020833333333,-9.338666666666667,-3.4589374999999998,,264.9673125,-13.75,-4.126,0,0,0,0.0,48,0.3766729621193922,145.11790934252198,,29.39702083333333,0.8049812560060032,1.2422649503189704,,,1.2422649503189704,,36.917161529477156,,,1.8000001,1.1,0.0,,,,False,
2005-01-28,43.676458333333336,0.28057753018142684,,,141.6872291666666,0.01686875,-11.8673100955045,0.26370878018142674,30.06479166666668,1.8103125,-10.890041666666667,-4.7586875000000015,,295.419875,-17.59,-4.083,0,0,19,0.0,48,0.3532759611034314,146.54610545838673,,34.82347916666668,0.7985281302490044,1.2523040355361943,,,1.2523040355361943,,,,,1.1,0.7,0.0,,,,False,
2005-01-29,43.99916666666667,0.42381073714582057,,,118.09685416666666,0.026589583333333326,-6.779775952498291,0.3972211538124872,35.84,1.1150624999999998,-5.815750000000001,-4.845479166666668,,250.98541666666677,-14.49,1.91,0,0,48,0.0,48,0.4253478751303245,148.00638436620662,,40.68547916666667,0.7936522925191796,1.2599976204010446,,,1.2599976204010446,,,,,1.2,0.8,1.1,,,,False,
2005-01-30,67.39208333333333,0.5581093257272131,,,41.10533333333334,0.01992083333333333,-1.9805559065238216,0.5381884923938797,-6.261979166666667,1.7565000000000002,-1.3617708333333336,-3.756104166666667,,141.31600000000003,-4.45,1.659,0,0,48,0.254,48,0.343018723427692,149.49828803920244,,-2.5058750000000005,0.7886558321842437,1.2679802255825867,,,1.2679802255825867,,,,,1.4,0.90000004,0.8,,,,False,
2005-01-31,62.59604166666666,0.5336998249499888,,,141.96341666666666,0.021387500000000004,-2.8152579173181635,0.5123123249499889,25.52377083333333,2.0918958333333326,-2.130333333333333,-3.3458333333333328,,108.36970833333334,-5.903,2.903,0,0,48,0.0,48,0.555625888905954,151.02134235496678,,28.869604166666665,0.7839531395904131,1.275586447070629,,,1.275586447070629,,,,,2.4,1.5,0.0,,,,False,
2005-02-01,57.04854166666667,0.5400981620980813,,,146.0690833333333,0.02770625,-3.1975838324755834,0.5123919120980812,33.35354166666668,1.297395833333333,-2.4162916666666665,-3.6236666666666655,,278.99606249999994,-8.07,4.564,0,0,48,0.0,48,0.5909478139245694,152.57505709627753,,36.977208333333344,0.775769906504878,1.2890420105432538,,,1.2890420105432538,,,,,1.5,1.0,0.0,,,,False,
2005-02-02,53.26208333333332,0.5767989623398257,,,149.79512499999996,0.031031250000000014,-2.454127326403344,0.5457677123398256,34.05104166666666,1.5867291666666672,-1.6194999999999995,-3.77375,,169.02166666666662,-7.88,6.532,0,0,48,0.0,48,0.6857142735593699,154.158925979191,,37.824791666666655,0.7740141554182617,1.2919660357627698,,,1.2919660357627698,,,,,1.7,1.1,0.0,,,,False,
2005-02-03,72.97416666666666,0.6380632946411039,,,81.33856249999998,0.018314583333333332,-0.2731747830589188,0.6197487113077705,30.77066666666667,1.4537708333333337,0.2695416666666672,-3.4250000000000003,,117.26016666666663,-5.2620000000000005,5.292999999999998,0,0,23,0.0,48,0.4817315466605786,155.77242670889058,,34.19566666666667,0.7760114812811914,1.2886407277750642,,,1.2886407277750642,,,,,1.6,1.1,1.6,,,,False,
2005-02-04,88.54441666666666,0.6864850457388639,,,53.47237500000002,0.008864583333333332,1.174863734998252,0.6776204624055308,3.7170208333333314,2.1707500000000004,1.4965208333333333,-3.4865208333333335,,187.52008333333333,-0.59,5.9620000000000015,0,0,24,7.112000000000001,48,0.5744696984075268,157.4150210636687,,7.2035416666666645,0.7741003321676502,1.2918222075939192,,,1.2918222075939192,,,,,1.6,1.1,2.5,,,,False,
2005-02-05,46.01124999999999,0.9140735461223912,15.157145833333336,,151.35222916666666,0.054181250000000014,3.97289253564288,0.8598922961223909,42.37216666666668,2.023145833333333,4.954958333333333,-3.320604166666666,,242.96291666666662,-1.063,12.62,0,0,0,0.0,48,0.9624863853975502,159.08615500732418,,45.69277083333335,0.7736112925462597,1.2926388350777631,,,1.2926388350777631,,11.725739179437161,,,2.6000001,1.7,0.0,,,,False,
2005-02-06,52.24020833333332,0.8623104382908656,25.917208333333345,,153.6939166666666,0.04392708333333334,3.5651800392964503,0.8183833549575322,45.60479166666665,1.8654166666666667,4.438645833333331,-3.310145833333334,,77.68177083333332,-0.048,11.22,0,0,0,0.0,48,0.9576649572755598,160.78525883016619,,48.91493749999999,0.7674685294931257,1.3029850235819436,,,1.3029850235819436,,19.890641768150328,,,2.9,1.9,0.0,,,,False,
2005-02-07,61.70377083333334,0.8545655381914687,31.12004166666668,,154.66052083333338,0.04131458333333333,2.989834076618393,0.8132509548581358,50.323375,1.2910416666666666,3.739479166666667,-3.447020833333333,,111.14452083333336,-1.942,13.74,0,0,0,0.0,48,1.053274030730015,162.51174731871745,,53.77039583333333,0.7742352569249283,1.2915970837749673,,,1.2915970837749673,,24.09423345530615,,,1.9,1.3000001,0.0,,,,False,
2005-02-08,66.49458333333331,0.9379812897582206,19.972979166666672,,108.39202083333338,0.04198124999999999,4.2564928054587625,0.8960000397582207,48.621958333333346,1.015875,4.952583333333333,-2.2704791666666675,,223.31460416666675,-1.819,14.46,0,0,0,0.0,48,0.8939010375180294,164.2650199541228,,50.89243750000002,0.7809756946658335,1.2804495797118032,,,1.2804495797118032,,15.598411279233725,,,1.7,1.2,0.0,,,,False,
2005-02-09,73.89083333333333,1.0939782225999235,,,76.80299999999998,0.031066666666666663,7.316056051155318,1.0629115559332571,38.14827083333332,1.1273541666666662,7.900833333333335,-0.7252916666666668,,186.35004166666667,3.624,14.48,0,0,24,0.0,48,0.8339357037075316,166.0444611391741,,38.873562499999984,0.7917051619330291,1.2630964759133283,,,1.2630964759133283,,,,,2.2,1.5,0.0,,,,False,
2005-02-10,75.54583333333333,0.7888401089546967,,,60.35499999999998,0.01831458333333333,2.961507008641064,0.7705255256213631,26.12920833333333,3.1797083333333336,3.475083333333333,-0.9773958333333332,,276.8977291666667,-0.585,6.112,0,0,48,2.7939999999999996,48,0.4020537917425346,167.84944045377603,,27.10660416666666,0.8001985132342126,1.2496899000202302,,,1.2496899000202302,,,,,2.6000001,1.6,1.9,,,,False,
2005-02-11,41.14791666666668,0.6490098586819526,,,164.98037499999995,0.03966041666666667,-0.3108258578202623,0.6093494420152857,43.99833333333334,3.920041666666668,0.6907708333333334,-4.318312500000001,,303.61041666666665,-1.874,4.471,0,0,21,0.0,48,0.7930420786922459,169.67931293859115,,48.31664583333334,0.8069996334547029,1.2391579358209588,,,1.2391579358209588,,,,,4.5,2.9,0.0,,,,False,
2005-02-12,59.045,0.6876705352105613,25.362354166666666,,88.10108333333334,0.028814583333333324,0.6390567438567594,0.6588559518772281,16.585416666666664,2.200458333333333,1.3833333333333335,-3.280979166666666,,267.3979166666666,-2.804,5.426,0,0,0,0.0,48,0.5718918267998565,171.53341940651543,,19.86639583333333,0.823786387369183,1.2139069245773373,,,1.2139069245773373,,20.893162114136075,,,2.8,1.8000001,0.0,,,,False,
2005-02-13,46.35399999999999,0.7031630605858581,51.59666666666664,,162.88812499999997,0.03984166666666668,0.8361101502635009,0.6633213939191913,53.24099999999999,1.9866458333333332,1.7713125000000003,-3.409729166666665,,231.43637500000003,-1.937,5.944,0,0,0,0.0,48,0.8282639047381986,173.41108678155533,,56.65072916666665,0.8363394770613567,1.1956867126656472,,,1.1956867126656472,,43.15232921810911,,,2.9,1.9,0.0,,,,False,
2005-02-14,84.96666666666668,0.8667030139288001,,,21.3179375,0.011079166666666671,4.16923913955484,0.8556238472621329,1.230437499999997,3.0230625,4.554854166666668,1.1146874999999998,,128.88229166666665,-0.521,10.18,0,0,31,28.194000000000003,48,0.30809966483390056,175.31162846459733,,0.11574999999999712,0.8391931992002528,1.1916207149354825,,,1.1916207149354825,,,,,2.4,1.5,25.4,,,,False,
2005-02-15,71.31500000000003,1.2059138048642881,,,141.30470833333337,0.03745208333333334,8.871016292879743,1.1684617215309543,55.201541666666664,2.01125,9.512770833333333,4.041895833333334,,237.80647916666663,5.345,14.3,0,0,48,0.254,48,1.0914291981812223,177.23434472548112,,51.15964583333333,0.8396028707893559,1.1910392815353836,,,1.1910392815353836,,,,,4.1,2.7,0.0,,,,False,
2005-02-16,76.20020833333334,1.1444115409210072,,,99.68358333333329,0.030950000000000005,7.555548017135195,1.1134615409210071,21.79791666666667,2.995979166666665,8.116999999999999,2.120645833333334,,236.1375,0.765,18.21,0,0,48,1.778,48,1.292203519512565,179.17852312071838,,19.67727083333333,0.8420023676876406,1.1876451164220148,,,1.1876451164220148,,,,,3.9,2.5,3.2,,,,False,
2005-02-17,59.43291666666667,0.6452945057917626,,,91.46566666666664,0.02736875,-0.09652739242093253,0.6179257557917629,14.226250000000002,2.0730833333333325,0.6379375,-4.106312499999999,,290.4333541666667,-2.289,4.488,0,0,48,0.0,48,0.6544088252525923,181.14343893611957,,18.3325625,0.8505977238968816,1.1756438700760392,,,1.1756438700760392,,,,,3.4,2.2,0.0,,,,False,
2005-02-18,44.04043749999999,0.4852696470156019,,,133.78720833333335,0.027529166666666664,-4.1020528653873995,0.4577404803489354,26.89729166666666,3.2639583333333326,-3.1630833333333332,-6.549520833333335,,281.4608541666667,-5.997999999999998,-1.497,0,0,20,0.0,48,0.48548914995985004,183.1283556535308,,33.44681249999999,0.8625506563184195,1.1593521988241808,,,1.1593521988241808,,,,,4.1,2.6000001,0.0,,,,False,
2005-02-19,45.31229166666665,0.4323377893932873,78.75885416666667,,182.05645833333332,0.024566666666666667,-5.854346818895216,0.4077711227266206,59.37924999999999,2.4469375,-4.928979166666665,-7.081,,279.9690208333334,-9.5,-0.19,0,0,0,0.0,48,0.6770145328948216,185.1325254408096,,66.46024999999999,0.8698941481567894,1.1495651535521771,,,1.1495651535521771,,68.51186635511729,,,3.0,1.9,0.0,,,,False,
2005-02-20,59.99541666666667,0.5807368789956404,,,143.15564583333338,0.025193750000000008,-1.7946707273309694,0.5555431289956405,65.03583333333331,1.614375,-1.0671458333333328,-5.636333333333333,,205.3970833333333,-6.3020000000000005,3.843,0,0,3,0.0,48,0.7209990808774728,187.15518966411176,,70.67216666666664,0.8782698519359419,1.138602216386834,,,1.138602216386834,,,,,2.4,1.6,2.2,,,,False,
2005-02-21,92.82916666666664,0.6993905192962021,,,62.72097916666667,0.005341666666666667,1.5098845476738203,0.6940488526295358,35.27400000000001,1.6280208333333337,1.7699375,-2.7505625,,129.20997916666673,-0.981,4.807,0,0,48,8.128,48,0.5451514266777978,189.19557942149768,,38.02456250000001,0.8834157387357872,1.131969871208148,,,1.131969871208148,,,,,1.8000001,1.3000001,6.0,,,,False,
2005-02-22,75.27231250000001,0.7299838335065182,,,150.6830625,0.02067708333333334,1.7470050548577658,0.7093067501731846,71.78822916666664,1.8561458333333332,2.2666249999999994,-0.2981250000000002,,235.8905625,-0.18,6.811,0,0,48,0.254,48,0.9720328606345551,191.2529160968116,,72.08635416666664,0.8896425123804695,1.1240470032443035,,,1.1240470032443035,,,,,2.3,1.6,0.0,,,,False,
2005-02-23,63.12520833333332,0.671427649997494,,,171.86239583333332,0.02624375,0.4270995711433656,0.645183899997494,61.42447916666668,2.1077708333333334,1.1146458333333331,-2.1013125,,256.3067291666667,-3.962,4.695,0,0,22,0.0,48,0.7980208858875835,193.32641193273602,,63.52579166666668,0.8868591897394079,1.1275747171248651,,,1.1275747171248651,,,,,2.8,1.8000001,0.0,,,,False,
2005-02-24,73.22124999999998,0.4864596704519581,,,39.36160416666666,0.013445833333333329,-3.636844496852818,0.4730138371186244,16.184708333333337,2.399583333333333,-3.105958333333333,-4.6570833333333335,,67.0775625,-4.481,-1.671,0,0,26,0.0,48,0.28052606991817236,195.41527062187262,,20.841791666666673,0.8836150623008381,1.1317145244175764,,,1.1317145244175764,,,,,2.2,1.5,6.1,,,,False,
2005-02-25,72.97729166666669,0.5011582419271834,,,182.1155625,0.015241666666666669,-3.472844852763988,0.4859165752605166,69.74952083333335,1.7363541666666664,-2.931875,-2.943229166666668,,248.336,-7.78,1.734,0,0,48,2.7939999999999996,48,0.7937548654565887,197.51868791465245,,72.69275000000002,0.8738469579849493,1.1443651441048142,,,1.1443651441048142,,,,,1.8000001,1.2,1.6,,,,False,
2005-02-26,70.73750000000003,0.5712773284678713,,,119.90616666666666,0.01983958333333333,-2.1867009962871764,0.5514377451345377,31.82833333333333,1.5942499999999995,-1.6026666666666662,-3.7240625,,254.34947916666655,-9.22,4.265,0,0,48,0.0,48,0.6326773737914374,199.63585224284247,,35.55239583333333,0.8722989846756002,1.146395923379288,,,1.146395923379288,,,,,2.6000001,1.7,0.0,,,,False,
2005-02-27,51.55106249999999,0.5322116621070957,,,188.17881250000016,0.02729375,-2.964778579165067,0.5049179121070957,71.43789583333334,1.618479166666667,-2.1233541666666667,-4.360479166666667,,261.8247916666668,-6.542999999999998,2.69,0,0,48,0.0,48,0.9138090885165482,201.76594535736808,,75.79837500000002,0.8655028001330429,1.1553977639890736,,,1.1553977639890736,,,,,2.4,1.6,0.0,,,,False,
2005-02-28,86.68877083333334,0.5687629625166285,,,26.18050000000001,0.0074708333333333345,-1.3981153775505557,0.5612921291832951,-4.433229166666666,2.810166666666668,-1.056729166666667,-3.6055,,64.4822291666667,-3.715,1.541,0,0,48,0.0,48,0.18831447456314865,203.90814297914315,,-0.8277291666666664,0.8643552237694246,1.1569317480827304,,,1.1569317480827304,,,,,2.3,1.5,10.1,,,,False,
2005-03-01,83.95377083333331,0.6094437373114105,,,71.10535416666666,0.010291666666666666,-0.4896660481490566,0.5991520706447439,12.925833333333335,1.6633125,-0.10785416666666664,-2.8378333333333328,,255.28883333333337,-2.166,2.577,0,0,30,10.922,48,0.5834340435440251,206.06161546156227,,15.763666666666667,0.8571766707094294,1.1666206444610363,,,1.1666206444610363,,,,,2.2,1.5,4.1,,,,False,
2005-03-02,61.41022916666669,0.5841105417171458,,,187.24091666666646,0.02341875,-1.4060050887208675,0.5606917917171458,81.38395833333334,4.082145833333333,-0.7057291666666669,-2.8089583333333343,,276.48020833333334,-3.933,1.837,0,0,45,2.286,48,0.741045603655927,208.2255284632853,,84.19291666666669,0.8608567515508452,1.1616334520214733,,,1.1616334520214733,,,,,3.0,1.9,0.0,,,,False,
2005-03-03,48.11645833333333,0.4968616874568602,,,203.13362500000005,0.02677500000000001,-3.825791677043199,0.4700866874568601,65.13562500000002,3.532833333333334,-2.940729166666668,-2.9460208333333338,,275.7958125,-5.9529999999999985,0.7490000000000001,0,0,48,0.0,48,0.8687416977177563,210.3990436299173,,68.08164583333335,0.8614640489192271,1.1608145473448102,,,1.1608145473448102,,,,,3.2,2.1000001,0.0,,,,False,
2005-03-04,48.61920833333334,0.5131765846998234,,,204.55247916666679,0.027789583333333336,-3.5405565008853253,0.4853870013664903,78.14462499999998,1.8708541666666665,-2.6583125000000005,-3.607645833333333,,258.1375208333333,-7.92,1.846,0,0,48,0.0,48,0.9164939938776713,212.58131928316882,,81.75227083333331,0.8689975572771029,1.1507512209048978,,,1.1507512209048978,,,,,2.8,1.9,0.0,,,,False,
2005-03-05,48.65675,0.6008203626937713,,,214.2885416666668,0.0333375,-1.585213695997043,0.5674828626937712,84.81020833333338,1.5412500000000005,-0.6913749999999997,-3.5848541666666662,,245.0620416666667,-6.9510000000000005,4.702,0,0,48,0.0,48,1.0836639213280848,214.77151111606202,,88.39506250000004,0.8763022467572659,1.1411587767810416,,,1.1411587767810416,,,,,2.5,1.8000001,0.0,,,,False,
2005-03-06,54.084375,0.7736361113402922,,,148.58954166666672,0.03816041666666666,1.6993004880007376,0.7354756946736255,49.41312500000003,1.958208333333334,2.5375625,-3.6871041666666673,,246.00624999999997,-4.798,8.97,0,0,48,0.0,48,0.9811675825499114,216.96877289273732,,53.100229166666686,0.8841843156604833,1.1309859067710364,,,1.1309859067710364,,,,,3.3,2.2,0.0,,,,False,
2005-03-07,52.14958333333334,1.2773565936998643,,,194.00929166666666,0.07044166666666664,8.54267100719389,1.2069149270331976,89.98077083333334,2.990166666666667,9.502270833333336,-0.5593333333333333,,193.127125,1.3530000000000002,19.47,0,0,17,0.0,48,1.9492488808211996,219.17225715140518,,90.54010416666668,0.8920485136521588,1.1210152639634747,,,1.1210152639634747,,,,,5.0,3.3,0.0,,,,False,
