date,theta_14,theta_10,WS_1_3_1,theta_6,theta_30,theta_9,theta_11,theta_39,theta_15,g_3,WD_1_1_1,es,theta_4,sw_out,WD_1_3_1,theta_16,theta_17,theta_7,lw_in,theta_32,theta_20,sw_in,theta_22,g_2,theta_5,theta_27,theta_13,lw_out,wd,ws,theta_12,theta_21,SW_IN_1_1_1,theta_28,t_avg,theta_mean,t_dew,theta_19,theta_2,rh,WS_1_2_1,WD_1_4_1,theta_3,theta_34,theta_36,theta_38,theta_24,WS_1_1_1,WS_1_4_1,theta_25,Rn,theta_23,theta_40,H,vp,theta_1,theta_26,SW_IN_1_1_2,LE,g_1,vpd,theta_29,theta_18,theta_37,theta_33,theta_31,theta_35,G,WD_1_2_1,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.59361008943732,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.4,0.2,0.0,,,,False,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.50759228069616,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.5,0.3,0.0,,,,False,
2017-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4606233666909,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.6,0.4,0.0,,,,False,
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.45261788783277,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.0,0.6,0.0,,,,False,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.48347949896494,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.8,0.5,0.0,,,,False,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.55310032936077,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.0,0.6,0.0,,,,False,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.66136035207056,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.1,0.7,0.0,,,,False,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.80812676526442,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.2,0.7,0.0,,,,False,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.99325338811524,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.0,0.6,0.0,,,,False,
2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.21658007366017,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.1,0.6,0.0,,,,False,
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4779321409581,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.7,1.0,0.0,,,,False,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.77711982874182,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,1.3000001,0.7,0.0,,,,False,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.11393777263164,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.90000004,0.6,0.0,,,,False,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.48816450784659,,,1.774905288105573,0.5634103445977897,,,0.5634103445977897,,,,,0.4,0.3,0.0,,,,False,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.89956199921434,,,1.7673968684255297,0.5658038768003709,,,0.5658038768003709,,,,,0.5,0.3,0.0,,,,False,
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.34787520014014,,,1.7624264483068617,0.5673995649354252,,,0.5673995649354252,,,,,1.6,1.0,0.0,,,,False,
2017-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.83283164205866,,,1.7588932301058493,0.5685393421747496,,,0.5685393421747496,,,,,1.9,1.1,0.0,,,,False,
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.35414105575191,,,1.7562525992067324,0.569394175104243,,,0.569394175104243,,,,,1.1,0.7,0.0,,,,False,
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.91149502577332,,,1.7525690083463636,0.5705909412055334,,,0.5705909412055334,,,,,1.9,1.2,0.0,,,,False,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.50456667908529,,,1.674528695684158,0.5971829581525521,,,0.5971829581525521,,,,,2.4,1.5,0.0,,,,False,
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.13301040887272,,,1.655800528508694,0.6039374808635045,,,0.6039374808635045,,,,,1.3000001,0.8,0.0,,,,False,
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.79646163436344,,,1.628480787283992,0.6140692649299333,,,0.6140692649299333,,,,,2.8,1.7,0.0,,,,False,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4945365973522,,,1.628480787283992,0.6140692649299333,,,0.6140692649299333,,,,,1.1,0.7,0.0,,,,False,
2017-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.22683219599159,,,1.628480787283992,0.6140692649299333,,,0.6140692649299333,,,,,0.6,0.4,1.2,,,,False,
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.99292585628773,,,1.628480787283992,0.6140692649299333,,,0.6140692649299333,,,,,0.7,0.4,0.0,,,,False,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.79237544161299,,,1.594981928161514,0.6269663513696792,,,0.6269663513696792,,,,,1.1,0.7,1.7,,,,False,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.624719200426,,,1.5319553846339542,0.6527605242491707,,,0.6527605242491707,,,,,1.5,0.90000004,0.0,,,,False,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.48947575227274,,,1.369594642777251,0.7301430428876456,,,0.7301430428876456,,,,,1.3000001,0.8,0.0,,,,False,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.38614411202818,,,1.369594642777251,0.7301430428876456,,,0.7301430428876456,,,,,0.90000004,0.6,0.3,,,,False,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3142037522287,,,1.369594642777251,0.7301430428876456,,,0.7301430428876456,,,,,0.2,0.2,0.3,,,,False,
2017-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.27311470323818,,,,,,,,,,,,0.1,0.1,0.0,,,,False,
2017-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.26231769089196,,,,,,,,,,,,0.1,0.1,0.0,,,,False,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.28123431116163,,,,,,,,,,,,2.5,1.6,0.0,,,,False,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.32926724129265,,,,,,,,,,,,4.6,2.8,0.0,,,,False,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.40580048677617,,,,,,,,,,,,0.3,0.3,0.0,,,,False,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.51019966343196,,,,,,,,,,,,1.1,0.8,0.0,,,,False,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.64181231379516,,,,,,,,,,,,1.1,0.8,0.0,,,,False,
2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.79996825692737,,,,,,,,,,,,0.3,0.3,0.0,,,,False,
2017-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9839799706927,,,,,,,,,,,,0.2,0.2,2.9,,,,False,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1931430054754,,,,,,,,,,,,0.2,0.2,2.9,,,,False,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.42673642824658,,,,,,,,,,,,0.3,0.3,0.0,,,,False,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.68402329582656,,,,,,,,,,,,0.3,0.3,1.3000001,,,,False,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.96425115613218,,,,,,,,,,,,0.6,0.5,0.0,,,,False,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.26665257614275,,,,,,,,,,,,1.7,1.1,0.0,,,,False,
2017-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.59044569526841,,,,,,,,,,,,3.1000001,2.0,0.0,,,,False,
2017-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.93483480275788,,,,,,,,,,,,3.0,1.9,0.0,,,,False,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.29901093773913,,,,,,,,,,,,2.7,1.8000001,0.0,,,,False,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.68215251044683,,,,,,,,,,,,1.6,1.1,0.3,,,,False,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0834259431551,,,,,,,,,,,,1.7,1.1,0.0,,,,False,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.50198632930213,,,,,,,,,,,,0.5,0.4,0.0,,,,False,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.9369781092636,,,,,,,,,,,,1.5,1.0,0.0,,,,False,
2017-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.38753576120857,,,,,,,,,,,,2.3,1.6,0.0,,,,False,
2017-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.85278450544914,,,,,,,,,,,,2.3,1.6,0.0,,,,False,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.33184102067955,,,,,,,,,,,,0.90000004,0.7,0.4,,,,False,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.82381417048416,,,,,,,,,,,,1.4,0.90000004,0.0,,,,False,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.32780573848729,,,,,,,,,,,,1.4,1.0,0.0,,,,False,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8429111705084,,,,,,,,,,,,0.5,0.4,0.0,,,,False,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.36822032208613,,,,,,,,,,,,0.8,0.6,0.0,,,,False,
2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.9028182097365,,,,,,,,,,,,0.8,0.6,0.0,,,,False,
2017-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.44578576431226,,,,,,,,,,,,0.6,0.5,0.7,,,,False,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9962005848444,,,,,,,,,,,,0.7,0.5,0.0,,,,False,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.55313769125684,,,,,,,,,,,,1.4,1.0,0.0,,,,False,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.11567027436217,,,,,,,,,,,,1.3000001,1.0,0.0,,,,False,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.6828704415677,,,,,,,,,,,,1.7,1.3000001,0.0,,,,False,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.25380995674445,,,,,,,,,,,,1.0,0.8,0.0,,,,False,
2017-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.82756097274188,,,,,,,,,,,,2.0,1.5,0.0,,,,False,
2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.40319675505899,,,,,,,,,,,,3.8,2.6000001,0.0,,,,False,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.97979239522306,,,,,,,,,,,,2.3,1.7,0.7,,,,False,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5564255124622,,,,,,,,,,,,1.1,0.90000004,0.0,,,,False,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.132176942302,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,2.6000001,1.8000001,0.0,,,,False,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7061314107647,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,1.4,1.1,11.6,,,,False,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.27737819289487,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,1.5,1.3000001,0.0,,,,False,
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.84501175439428,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,1.8000001,1.4,0.0,,,,False,
2017-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.40813237519868,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,2.2,1.7,0.0,,,,False,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9658467538937,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,2.6000001,2.1000001,0.0,,,,False,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.51726859192692,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,3.3,2.5,0.0,,,,False,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.06151915663952,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,4.9,3.4,0.0,,,,False,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5977278222073,,,1.572318991438593,0.6360032572557366,,,0.6360032572557366,,,,,3.6000001000000004,2.6000001,0.0,,,,False,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.1250325876561,,,1.572318991438593,0.6360032572557366,,,0.6360032572557366,,,,,2.7,2.1000001,0.0,,,,False,
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.64258057118144,,,1.572318991438593,0.6360032572557366,,,0.6360032572557366,,,,,4.3,3.1000001,0.0,,,,False,
2017-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.14952848008815,,,1.572318991438593,0.6360032572557366,,,0.6360032572557366,,,,,3.9,2.8,0.0,,,,False,
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.64504305573274,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,3.7,2.8,0.0,,,,False,
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1283014929386,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,3.0,2.2,0.5,,,,False,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.59849183343,,,1.5723189914385929,0.6360032572557367,,,0.6360032572557367,,,,,2.0,1.7,0.0,,,,False,
